Names,Indian,Salary
Julia,Katie,4316185341.42856
Rosie,Thelma,4317612167.47618
Iris,TRUE,4319038993.5238
Leota,FALSE,4320465819.57142
Patricia,Elise,4321892645.61904
Jane,TRUE,4323319471.66666
Vada,Katie,4324746297.71428
Willa,Thelma,4326173123.7619
Audie,TRUE,4327599949.80952
Eliza,FALSE,4329026775.85714
Golda,Elise,4330453601.90475
Hilda,TRUE,4331880427.95237
Annabel,Katie,4333307253.99999
Hettie,Thelma,4334734080.04761
Leta,TRUE,4336160906.09523
Lou,FALSE,4337587732.14285
Selma,Rebecca,4339014558.19047
Mary,TRUE,4340441384.23809
Ruth,TRUE,4341868210.28571
Elizabeth,FALSE,4343295036.33333
Alice,TRUE,4344721862.38095
Marie,FALSE,4346148688.42856
Catherine,TRUE,4347575514.47618
Eva,TRUE,4349002340.5238
Mabel,FALSE,4350429166.57142
Ida,TRUE,4351855992.61904
Lola,Katie,4353282818.66666
Lydia,Thelma,4354709644.71428
Olga,TRUE,4356136470.7619
Margaret,FALSE,4357563296.80952
Marjorie,Elise,4358990122.85713
Florence,TRUE,4360416948.90475
Opal,Katie,4361843774.95237
Edith,Thelma,4363270600.99999
Ellen,TRUE,4364697427.04761
Jean,FALSE,4366124253.09523
Dorris,Rebecca,4367551079.14285
Geneva,TRUE,4368977905.19047
Sarah,TRUE,4370404731.23809
Margaret,FALSE,4371831557.28571
Edna,TRUE,4373258383.33333
Agnes,FALSE,4374685209.38095
Irene,TRUE,4376112035.42856
Bertha,TRUE,4377538861.47618
Katherine,FALSE,4378965687.5238
Marion,TRUE,4380392513.57142
Ida,Katie,4381819339.61904
Harriet,Thelma,4383246165.66666
Bernice,TRUE,4384672991.71428
Veronica,FALSE,4386099817.7619
Geraldine,Elise,4387526643.80952
Regina,TRUE,4388953469.85713
Sophia,Katie,4390380295.90475
Matilda,Thelma,4391807121.95237
Dorothea,TRUE,4393233947.99999
Nora,FALSE,4394660774.04761
Jeannette,Rebecca,4396087600.09523
Sue,TRUE,4397514426.14285
Rita,TRUE,4398941252.19047
Teresa,FALSE,4400368078.23809
Carmella,TRUE,4401794904.28571
Lillie,FALSE,4403221730.33333
Elinor,TRUE,4404648556.38095
Garnet,TRUE,4406075382.42856
Millie,FALSE,4407502208.47618
Zelda,TRUE,4408929034.5238
Selma,Katie,4410355860.57142
Annette,Thelma,4411782686.61904
Anastasia,TRUE,4413209512.66666
Carol,FALSE,4414636338.71428
Louisa,Elise,4416063164.7619
Cleo,TRUE,4417489990.80952
Elinore,Katie,4418916816.85713
Madelyn,Thelma,4420343642.90475
Twila,TRUE,4421770468.95237
Pansy,FALSE,4423197294.99999
Rena,Elise,4424624121.04761
Rosalind,TRUE,4426050947.09523
Diana,Katie,4427477773.14285
Janice,Thelma,4428904599.19047
Magdalene,TRUE,4430331425.23809
Alverda,FALSE,4431758251.28571
Alvina,Rebecca,4433185077.33333
Carmel,TRUE,4434611903.38094
Kathrine,TRUE,4436038729.42856
Lela,FALSE,4437465555.47618
Maryanna,TRUE,4438892381.5238
Roseanna,FALSE,4440319207.57142
Vernice,TRUE,4441746033.61904
Marie,TRUE,4443172859.66666
Evelyn,FALSE,4444599685.71428
Lillian,TRUE,4446026511.7619
Viola,Katie,4447453337.80952
Sara,Thelma,4448880163.85713
Jennie,TRUE,4450306989.90475
Marian,FALSE,4451733815.95237
Myrtle,Elise,4453160641.99999
Jessie,TRUE,4454587468.04761
Lois,Katie,4456014294.09523
Janet,Thelma,4457441120.14285
Flora,TRUE,4458867946.19047
Adeline,FALSE,4460294772.23809
Dolores,Rebecca,4461721598.28571
Inez,TRUE,4463148424.33333
Rosalie,TRUE,4464575250.38094
Adelaide,FALSE,4466002076.42856
Belle,TRUE,4467428902.47618
Mathilda,FALSE,4468855728.5238
Althea,TRUE,4470282554.57142
Lavina,TRUE,4471709380.61904
Maryann,FALSE,4473136206.66666
Romaine,TRUE,4474563032.71428
Elisabeth,Katie,4475989858.7619
Madeleine,Thelma,4477416684.80952
Marietta,TRUE,4478843510.85713
Mona,FALSE,4480270336.90475
Eve,Elise,4481697162.95237
Ursula,TRUE,4483123988.99999
Marcia,Katie,4484550815.04761
Priscilla,Thelma,4485977641.09523
Adaline,TRUE,4487404467.14285
Elena,FALSE,4488831293.19047
Erna,Rebecca,4490258119.23809
Felicia,TRUE,4491684945.28571
Margery,TRUE,4493111771.33333
Sabina,FALSE,4494538597.38094
Camilla,TRUE,4495965423.42856
Gilda,FALSE,4497392249.47618
Willa,TRUE,4498819075.5238
Winona,TRUE,4500245901.57142
Doris,FALSE,4501672727.61904
Theresa,TRUE,4503099553.66666
Charlotte,Katie,4504526379.71428
Ida,Thelma,4505953205.7619
Emily,TRUE,4507380031.80952
Maria,FALSE,4508806857.85713
Mildred,Elise,4510233683.90475
Marie,TRUE,4511660509.95237
Esther,Katie,4513087335.99999
Clara,Thelma,4514514162.04761
Marguerite,TRUE,4515940988.09523
Amelia,FALSE,4517367814.14285
Flora,Elise,4518794640.19047
Annie,TRUE,4520221466.23809
Elsie,Katie,4521648292.28571
Adeline,Thelma,4523075118.33333
Matilda,TRUE,4524501944.38094
Vivian,FALSE,4525928770.42856
Viola,Rebecca,4527355596.47618
Lucille,TRUE,4528782422.5238
Daisy,TRUE,4530209248.57142
Jessie,FALSE,4531636074.61904
Pearl,TRUE,4533062900.66666
Agnes,FALSE,4534489726.71428
Ada,TRUE,4535916552.7619
Mable,TRUE,4537343378.80952
Albertha,FALSE,4538770204.85713
Margie,TRUE,4540197030.90475
Jean,Katie,4541623856.95237
Marguerite,Thelma,4543050682.99999
Miriam,TRUE,4544477509.04761
Norma,FALSE,4545904335.09523
Corene,Elise,4547331161.14285
Leatha,TRUE,4548757987.19047
Rosa,Katie,4550184813.23809
Maggie,Thelma,4551611639.28571
Martha,TRUE,4553038465.33333
Laura,FALSE,4554465291.38094
Ida,Rebecca,4555892117.42856
Addie,TRUE,4557318943.47618
Katie,TRUE,4558745769.5238
Mae,FALSE,4560172595.57142
Elsie,TRUE,4561599421.61904
Eliza,FALSE,4563026247.66666
Rosalie,TRUE,4564453073.71428
Cornelia,TRUE,4565879899.7619
Henrietta,FALSE,4567306725.80952
Victoria,TRUE,4568733551.85713
Ann,Katie,4570160377.90475
Gracie,Thelma,4571587203.95237
Lela,TRUE,4573014029.99999
Luella,FALSE,4574440856.04761
Lenora,Elise,4575867682.09523
Roxie,TRUE,4577294508.14285
Caroline,Katie,4578721334.19047
Elouise,Thelma,4580148160.23809
Violet,TRUE,4581574986.28571
Elma,FALSE,4583001812.33333
Mabell,Rebecca,4584428638.38094
Vernie,TRUE,4585855464.42856
Idell,TRUE,4587282290.47618
Kathryn,FALSE,4588709116.5238
Ellie,TRUE,4590135942.57142
Jettie,FALSE,4591562768.61904
Jewel,TRUE,4592989594.66666
Hazel,TRUE,4594416420.71428
Frances,FALSE,4595843246.7619
Mabel,TRUE,4597270072.80952
Ethel,Katie,4598696898.85713
Myrtle,Thelma,4600123724.90475
Eva,TRUE,4601550550.95237
Pearl,FALSE,4602977376.99999
Elsie,Elise,4604404203.04761
Beulah,TRUE,4605831029.09523
Pauline,Katie,4607257855.14285
Luella,Thelma,4608684681.19047
Adeline,TRUE,4610111507.23809
Amy,FALSE,4611538333.28571
Frieda,Elise,4612965159.33333
Hattie,TRUE,4614391985.38094
Anna,Katie,4615818811.42856
Viola,Thelma,4617245637.47618
Clara,TRUE,4618672463.5238
Ruby,FALSE,4620099289.57142
Lois,Rebecca,4621526115.61904
Anne,TRUE,4622952941.66666
Marion,TRUE,4624379767.71428
Lila,FALSE,4625806593.7619
Eleanor,TRUE,4627233419.80952
Eunice,FALSE,4628660245.85713
Ruby,TRUE,4630087071.90475
Martha,TRUE,4631513897.95237
Emma,FALSE,4632940723.99999
Grace,TRUE,4634367550.04761
Evelyn,Katie,4635794376.09523
Laura,Thelma,4637221202.14285
Alma,TRUE,4638648028.19047
Lena,FALSE,4640074854.23809
Ella,Elise,4641501680.28571
Jennie,TRUE,4642928506.33333
Roxie,Katie,4644355332.38094
Goldie,Thelma,4645782158.42856
Kathleen,TRUE,4647208984.47618
Charlotte,FALSE,4648635810.5238
Rubye,Rebecca,4650062636.57142
Ernestine,TRUE,4651489462.61904
Pansy,TRUE,4652916288.66666
Henrietta,FALSE,4654343114.71428
Genevieve,TRUE,4655769940.7619
Jeanette,FALSE,4657196766.80952
John,TRUE,4658623592.85713
Freda,TRUE,4660050418.90475
Katharine,FALSE,4661477244.95237
Patsy,TRUE,4662904070.99999
Mary,Katie,4664330897.04761
Sarah,Thelma,4665757723.09523
Nellie,TRUE,4667184549.14285
Lucy,FALSE,4668611375.19047
Fannie,Elise,4670038201.23809
Lola,TRUE,4671465027.28571
Allie,Katie,4672891853.33333
Eunice,Thelma,4674318679.38094
Flossie,TRUE,4675745505.42856
Erma,FALSE,4677172331.47618
Maudie,Rebecca,4678599157.5238
Ola,TRUE,4680025983.57142
Zella,TRUE,4681452809.61904
Gracie,FALSE,4682879635.66666
Jewell,TRUE,4684306461.71428
Vergie,FALSE,4685733287.7619
Rhoda,TRUE,4687160113.80952
Selma,TRUE,4688586939.85713
Corine,FALSE,4690013765.90475
Eddie,TRUE,4691440591.95237
Era,Katie,4692867417.99999
Mandy,Thelma,4694294244.04761
Polly,TRUE,4695721070.09523
Leota,FALSE,4697147896.14285
Mai,Elise,4698574722.19047
Sophia,TRUE,4700001548.23809
Frances,Katie,4701428374.28571
Gertrude,Thelma,4702855200.33333
Sarah,TRUE,4704282026.38094
Rosa,FALSE,4705708852.42856
Lucy,Elise,4707135678.47618
Nora,TRUE,4708562504.5238
Nettie,Katie,4709989330.57142
Odessa,Thelma,4711416156.61904
Cleo,TRUE,4712842982.66666
Sallie,FALSE,4714269808.71428
Etta,Rebecca,4715696634.7619
Violet,TRUE,4717123460.80952
Theresa,TRUE,4718550286.85713
Lou,FALSE,4719977112.90475
Sue,TRUE,4721403938.95237
Olga,FALSE,4722830764.99999
Leta,TRUE,4724257591.04761
Lenora,TRUE,4725684417.09523
Zelda,FALSE,4727111243.14285
Adeline,TRUE,4728538069.19047
Avis,Katie,4729964895.23809
Mollie,Thelma,4731391721.28571
Callie,TRUE,4732818547.33333
Cleta,FALSE,4734245373.38094
Audra,Elise,4735672199.42856
Elaine,TRUE,4737099025.47618
Georgie,Katie,4738525851.5238
Lettie,Thelma,4739952677.57142
Betsy,TRUE,4741379503.61904
Erline,FALSE,4742806329.66666
Eulogia,Rebecca,4744233155.71428
Maud,TRUE,4745659981.7619
Nan,TRUE,4747086807.80952
Theo,FALSE,4748513633.85713
Tillie,TRUE,4749940459.90475
Wilda,FALSE,4751367285.95237
Burnice,TRUE,4752794111.99999
Carlota,TRUE,4754220938.04761
Gloria,FALSE,4755647764.09523
Golda,TRUE,4757074590.14285
Modena,Katie,4758501416.19047
Patsy,Thelma,4759928242.23809
Lillie,TRUE,4761355068.28571
Hazel,FALSE,4762781894.33333
Martha,Elise,4764208720.38094
Ida,TRUE,4765635546.42856
Alma,Katie,4767062372.47618
Agnes,Thelma,4768489198.5238
Mable,TRUE,4769916024.57142
Katherine,FALSE,4771342850.61904
Beulah,Rebecca,4772769676.66666
Erma,TRUE,4774196502.71428
Ellen,TRUE,4775623328.7619
Paula,FALSE,4777050154.80952
Nell,TRUE,4778476980.85713
Rita,FALSE,4779903806.90475
Irma,TRUE,4781330632.95237
Lora,TRUE,4782757458.99999
Mozelle,FALSE,4784184285.04761
Vada,TRUE,4785611111.09523
Corinne,Katie,4787037937.14285
Amy,Thelma,4788464763.19047
Emilie,TRUE,4789891589.23809
Floy,FALSE,4791318415.28571
Sybil,Elise,4792745241.33333
Vesta,TRUE,4794172067.38094
Joyce,Katie,4795598893.42856
Veda,Thelma,4797025719.47618
Andrea,TRUE,4798452545.5238
Clemmie,FALSE,4799879371.57142
Lilly,Elise,4801306197.61904
Alene,TRUE,4802733023.66666
Angeline,Katie,4804159849.71428
Herlinda,Thelma,4805586675.7619
Sibyl,TRUE,4807013501.80952
Hettie,FALSE,4808440327.85713
Katy,Rebecca,4809867153.90475
Leota,TRUE,4811293979.95237
Elna,TRUE,4812720805.99999
Enriqueta,FALSE,4814147632.04761
Henry,TRUE,4815574458.09523
Ottie,FALSE,4817001284.14285
Aida,TRUE,4818428110.19047
Evangelina,TRUE,4819854936.23809
Hazle,FALSE,4821281762.28571
Hope,TRUE,4822708588.33333
Jannie,Katie,4824135414.38094
Jaunita,Thelma,4825562240.42856
Omega,TRUE,4826989066.47618
Paralee,FALSE,4828415892.5238
Mary,Elise,4829842718.57142
Alice,TRUE,4831269544.61904
Edith,Katie,4832696370.66666
Clara,Thelma,4834123196.71428
Bernice,TRUE,4835550022.7619
Ada,FALSE,4836976848.80952
Phyllis,Rebecca,4838403674.85713
Donna,TRUE,4839830500.90475
Elsie,TRUE,4841257326.95237
Ora,FALSE,4842684152.99999
Helen,TRUE,4844110979.04761
Margaret,FALSE,4845537805.09523
Florence,TRUE,4846964631.14285
Ethel,TRUE,4848391457.19047
Lucille,FALSE,4849818283.23809
Fay,TRUE,4851245109.28571
Jennie,Katie,4852671935.33333
Blanche,Thelma,4854098761.38094
Zelma,TRUE,4855525587.42856
Frances,FALSE,4856952413.47618
Hazel,Elise,4858379239.5238
Marie,TRUE,4859806065.57142
Lucy,Katie,4861232891.61904
Rosa,Thelma,4862659717.66666
Beulah,TRUE,4864086543.71428
Agnes,FALSE,4865513369.7619
Hilda,Rebecca,4866940195.80952
Charlotte,TRUE,4868367021.85713
Inez,TRUE,4869793847.90475
Hester,FALSE,4871220673.95237
Iva,TRUE,4872647499.99999
Matilda,FALSE,4874074326.04761
Leola,TRUE,4875501152.09523
Mazie,TRUE,4876927978.14285
Jeanette,FALSE,4878354804.19047
Blanch,TRUE,4879781630.23809
Georgie,Katie,4881208456.28571
Maxie,Thelma,4882635282.33333
Dolly,TRUE,4884062108.38094
Pearlie,FALSE,4885488934.42856
Alpha,Elise,4886915760.47618
Delia,TRUE,4888342586.5238
Lila,Katie,4889769412.57142
Oma,Thelma,4891196238.61904
William,TRUE,4892623064.66666
Zella,FALSE,4894049890.71428
Annie,Elise,4895476716.7619
Ruby,TRUE,4896903542.80952
Sarah,Katie,4898330368.85713
Pearl,Thelma,4899757194.90475
Viola,TRUE,4901184020.95237
Florence,FALSE,4902610846.99999
Edith,Rebecca,4904037673.04761
Doris,TRUE,4905464499.09523
Mae,TRUE,4906891325.14285
Rose,FALSE,4908318151.19047
Nancy,TRUE,4909744977.23809
Christine,FALSE,4911171803.28571
May,TRUE,4912598629.33333
Henrietta,TRUE,4914025455.38094
Irma,FALSE,4915452281.42856
Lydia,TRUE,4916879107.47618
Victoria,Katie,4918305933.5238
Lou,Thelma,4919732759.57142
Verna,TRUE,4921159585.61904
Lona,FALSE,4922586411.66666
Hettie,Elise,4924013237.71428
Jannie,TRUE,4925440063.7619
Macie,Katie,4926866889.80952
Rhoda,Thelma,4928293715.85713
Irene,TRUE,4929720541.90475
Hazel,FALSE,4931147367.95237
Eleanor,Rebecca,4932574193.99999
Josephine,TRUE,4934001020.04761
Elsie,TRUE,4935427846.09523
Leona,FALSE,4936854672.14285
Clara,TRUE,4938281498.19047
Eva,FALSE,4939708324.23809
Marguerite,TRUE,4941135150.28571
Edith,TRUE,4942561976.33333
Lucy,FALSE,4943988802.38094
Nellie,TRUE,4945415628.42856
Arlene,Katie,4946842454.47618
Catherine,Thelma,4948269280.5238
Mary,TRUE,4949696106.57142
Frances,FALSE,4951122932.61904
Doris,Elise,4952549758.66666
Esther,TRUE,4953976584.71428
Ellen,Katie,4955403410.7619
Vivian,Thelma,4956830236.80952
Harriet,TRUE,4958257062.85713
Mae,FALSE,4959683888.90475
Constance,Rebecca,4961110714.95237
Naomi,TRUE,4962537540.99999
Adele,TRUE,4963964367.04761
Geraldine,FALSE,4965391193.09523
Shirley,TRUE,4966818019.14285
Susan,FALSE,4968244845.19047
Bernice,TRUE,4969671671.23809
Josephine,TRUE,4971098497.28571
Kathryn,FALSE,4972525323.33333
Nellie,TRUE,4973952149.38094
Eleanor,Katie,4975378975.42856
Rose,Thelma,4976805801.47618
Alma,TRUE,4978232627.5238
Leona,FALSE,4979659453.57142
Winifred,Elise,4981086279.61904
Alberta,TRUE,4982513105.66666
Beryl,Katie,4983939931.71428
Della,Thelma,4985366757.7619
Velma,TRUE,4986793583.80952
Mildred,FALSE,4988220409.85713
Agnes,Elise,4989647235.90475
Eleanor,TRUE,4991074061.95237
Marion,Katie,4992500887.99999
Minnie,Thelma,4993927714.04761
Loraine,TRUE,4995354540.09523
Olga,FALSE,4996781366.14285
Carol,Rebecca,4998208192.19047
Alvina,TRUE,4999635018.23809
Arvilla,TRUE,5001061844.28571
Eugenia,FALSE,5002488670.33333
Bernadine,TRUE,5003915496.38094
Rosalie,FALSE,5005342322.42856
Effie,TRUE,5006769148.47618
Matilda,TRUE,5008195974.5238
Helen,FALSE,5009622800.57142
Ruth,TRUE,5011049626.61904
Alice,Katie,5012476452.66666
Josephine,Thelma,5013903278.71428
Genevieve,TRUE,5015330104.7619
Emma,FALSE,5016756930.80952
Eunice,Elise,5018183756.85713
Leone,TRUE,5019610582.90475
Mae,Katie,5021037408.95237
Rosella,Thelma,5022464234.99999
Thelma,TRUE,5023891061.04761
Jane,FALSE,5025317887.09523
Barbara,Rebecca,5026744713.14285
Selma,TRUE,5028171539.19047
Laverne,TRUE,5029598365.23809
Dolores,FALSE,5031025191.28571
Muriel,TRUE,5032452017.33333
Elma,FALSE,5033878843.38094
Valeria,TRUE,5035305669.42856
Ruby,TRUE,5036732495.47618
Mildred,FALSE,5038159321.5238
Elizabeth,TRUE,5039586147.57142
Louise,Katie,5041012973.61904
Katherine,Thelma,5042439799.66666
Stella,TRUE,5043866625.71428
Nina,FALSE,5045293451.7619
Betty,Elise,5046720277.80952
Hattie,TRUE,5048147103.85713
Audrey,Katie,5049573929.90475
Eleanor,Thelma,5051000755.95237
Cora,TRUE,5052427581.99999
Eula,FALSE,5053854408.04761
Faye,Rebecca,5055281234.09523
Genevieve,TRUE,5056708060.14285
Nancy,TRUE,5058134886.19047
Geneva,FALSE,5059561712.23809
Carrie,TRUE,5060988538.28571
Hilda,FALSE,5062415364.33333
Dessie,TRUE,5063842190.38094
Nola,TRUE,5065269016.42856
Lura,FALSE,5066695842.47618
Hester,TRUE,5068122668.5238
Katie,Katie,5069549494.57142
Selma,Thelma,5070976320.61904
Sybil,TRUE,5072403146.66666
Helen,FALSE,5073829972.71428
Ruth,Elise,5075256798.7619
Myrtle,TRUE,5076683624.80952
Pauline,Katie,5078110450.85713
Josephine,Thelma,5079537276.90475
Freda,TRUE,5080964102.95237
Rachel,FALSE,5082390928.99999
Marguerite,Elise,5083817755.04761
Marjorie,TRUE,5085244581.09523
Susie,Katie,5086671407.14285
Ellen,Thelma,5088098233.19047
Maudie,TRUE,5089525059.23809
Alta,FALSE,5090951885.28571
Kate,Rebecca,5092378711.33333
Madelyn,TRUE,5093805537.38094
Millie,TRUE,5095232363.42856
Ola,FALSE,5096659189.47618
Oleta,TRUE,5098086015.5238
Edna,FALSE,5099512841.57142
Ethel,TRUE,5100939667.61904
Alice,TRUE,5102366493.66666
Minnie,FALSE,5103793319.71428
Katherine,TRUE,5105220145.7619
Louise,Katie,5106646971.80951
Marie,Thelma,5108073797.85713
Bessie,TRUE,5109500623.90475
Virginia,FALSE,5110927449.95237
Katie,Elise,5112354275.99999
Eunice,TRUE,5113781102.04761
Ellen,Katie,5115207928.09523
Vivian,Thelma,5116634754.14285
Kathryn,TRUE,5118061580.19047
Odessa,FALSE,5119488406.23809
Cleo,Rebecca,5120915232.28571
Polly,TRUE,5122342058.33333
Jean,TRUE,5123768884.38094
Dovie,FALSE,5125195710.42856
Zelma,TRUE,5126622536.47618
Ruthie,FALSE,5128049362.5238
Aline,TRUE,5129476188.57142
Delia,TRUE,5130903014.61904
Geraldine,FALSE,5132329840.66666
Reba,TRUE,5133756666.71428
Adele,Katie,5135183492.7619
Matilda,Thelma,5136610318.80951
Victoria,TRUE,5138037144.85713
Zora,FALSE,5139463970.90475
Caroline,Elise,5140890796.95237
Maxine,TRUE,5142317622.99999
Theresa,Katie,5143744449.04761
Artie,Thelma,5145171275.09523
Gwendolyn,TRUE,5146598101.14285
Leatha,FALSE,5148024927.19047
Donnie,Rebecca,5149451753.23809
Lonnie,TRUE,5150878579.28571
Carol,TRUE,5152305405.33333
Claudine,FALSE,5153732231.38094
Gertie,TRUE,5155159057.42856
Maurine,FALSE,5156585883.47618
Octavia,TRUE,5158012709.5238
Regina,TRUE,5159439535.57142
Annie,FALSE,5160866361.61904
Myrtle,TRUE,5162293187.66666
Lula,Katie,5163720013.71428
Laura,Thelma,5165146839.7619
Lizzie,TRUE,5166573665.80951
Elsie,FALSE,5168000491.85713
Nettie,Elise,5169427317.90475
Ora,TRUE,5170854143.95237
Lottie,Katie,5172280969.99999
Geneva,Thelma,5173707796.04761
Kathleen,TRUE,5175134622.09523
Eleanor,FALSE,5176561448.14285
Dollie,Elise,5177988274.19047
Wilma,TRUE,5179415100.23809
Bertie,Katie,5180841926.28571
Jannie,Thelma,5182268752.33333
Pinkie,TRUE,5183695578.38094
Rosetta,FALSE,5185122404.42856
Belle,Rebecca,5186549230.47618
Vada,TRUE,5187976056.5238
Bulah,TRUE,5189402882.57142
Cecile,FALSE,5190829708.61904
Versie,TRUE,5192256534.66666
Eugenia,FALSE,5193683360.71428
Ocie,TRUE,5195110186.7619
Olive,TRUE,5196537012.80951
Ressie,FALSE,5197963838.85713
Alene,TRUE,5199390664.90475
Dolores,Katie,5200817490.95237
Lera,Thelma,5202244316.99999
Merle,TRUE,5203671143.04761
Missouri,FALSE,5205097969.09523
Shirley,Elise,5206524795.14285
Ruby,TRUE,5207951621.19047
Marie,Katie,5209378447.23809
Bertha,Thelma,5210805273.28571
Irene,TRUE,5212232099.33332
Elizabeth,FALSE,5213658925.38094
Martha,Rebecca,5215085751.42856
Sarah,TRUE,5216512577.47618
Viola,TRUE,5217939403.5238
Beulah,FALSE,5219366229.57142
Minnie,TRUE,5220793055.61904
Esther,FALSE,5222219881.66666
Mae,TRUE,5223646707.71428
Essie,TRUE,5225073533.7619
Lela,FALSE,5226500359.80951
Lizzie,TRUE,5227927185.85713
Nina,Katie,5229354011.90475
Elva,Thelma,5230780837.95237
Lee,TRUE,5232207663.99999
Zelda,FALSE,5233634490.04761
Mollie,Elise,5235061316.09523
Viva,TRUE,5236488142.14285
Bettie,Katie,5237914968.19047
Madge,Thelma,5239341794.23809
Ocie,TRUE,5240768620.28571
Aline,FALSE,5242195446.33332
Cecil,Rebecca,5243622272.38094
Corine,TRUE,5245049098.42856
Caroline,TRUE,5246475924.47618
Kate,FALSE,5247902750.5238
Leota,TRUE,5249329576.57142
Theresa,FALSE,5250756402.61904
Trudie,TRUE,5252183228.66666
Ruth,TRUE,5253610054.71428
Edna,FALSE,5255036880.7619
Lucille,TRUE,5256463706.80951
Jessie,Katie,5257890532.85713
Virginia,Thelma,5259317358.90475
Anna,TRUE,5260744184.95237
Alma,FALSE,5262171010.99999
Lucy,Elise,5263597837.04761
Julia,TRUE,5265024663.09523
Susie,Katie,5266451489.14285
Katie,Thelma,5267878315.19047
Lorene,TRUE,5269305141.23809
Faye,FALSE,5270731967.28571
Rose,Elise,5272158793.33332
Nora,TRUE,5273585619.38094
Flora,Katie,5275012445.42856
Virgie,Thelma,5276439271.47618
Frankie,TRUE,5277866097.5238
Dovie,FALSE,5279292923.57142
Marguerite,Rebecca,5280719749.61904
Maxine,TRUE,5282146575.66666
Fay,TRUE,5283573401.71428
May,FALSE,5285000227.7619
Ina,TRUE,5286427053.80951
Ila,FALSE,5287853879.85713
Kathryn,TRUE,5289280705.90475
Retha,TRUE,5290707531.95237
Artie,FALSE,5292134357.99999
Lelia,TRUE,5293561184.04761
Lucile,Katie,5294988010.09523
Hilda,Thelma,5296414836.14285
Merle,TRUE,5297841662.19047
Nadine,FALSE,5299268488.23809
Queen,Elise,5300695314.28571
Millie,TRUE,5302122140.33332
Vada,Katie,5303548966.38094
Gertie,Thelma,5304975792.42856
Oleta,TRUE,5306402618.47618
Eloise,FALSE,5307829444.5238
Arizona,Rebecca,5309256270.57142
Dorthy,TRUE,5310683096.61904
Madeline,TRUE,5312109922.66666
Malinda,FALSE,5313536748.71428
Marion,TRUE,5314963574.7619
Zola,FALSE,5316390400.80951
Margaret,TRUE,5317817226.85713
Elizabeth,TRUE,5319244052.90475
Frances,FALSE,5320670878.95237
Dolores,TRUE,5322097704.99999
Esther,Katie,5323524531.04761
Mildred,Thelma,5324951357.09523
Agnes,TRUE,5326378183.14285
Clara,FALSE,5327805009.19047
Jean,Elise,5329231835.23809
Betty,TRUE,5330658661.28571
Beatrice,Katie,5332085487.33332
Antonia,Thelma,5333512313.38094
Lucille,TRUE,5334939139.42856
Christine,FALSE,5336365965.47618
Leona,Rebecca,5337792791.5238
Alice,TRUE,5339219617.57142
Lucille,TRUE,5340646443.61904
Hazel,FALSE,5342073269.66666
Anna,TRUE,5343500095.71428
Gertrude,FALSE,5344926921.7619
Laura,TRUE,5346353747.80951
Pauline,TRUE,5347780573.85713
Ann,FALSE,5349207399.90475
Nellie,TRUE,5350634225.95237
Claire,Katie,5352061051.99999
Madeline,Thelma,5353487878.04761
Sarah,TRUE,5354914704.09523
Olive,FALSE,5356341530.14285
Victoria,Elise,5357768356.19047
Harriet,TRUE,5359195182.23809
Minnie,Katie,5360622008.28571
Wilma,Thelma,5362048834.33332
Alberta,TRUE,5363475660.38094
Lupe,FALSE,5364902486.42856
Alyce,Elise,5366329312.47618
Annette,TRUE,5367756138.5238
Elisabeth,Katie,5369182964.57142
Nina,Thelma,5370609790.61904
Aurelia,TRUE,5372036616.66666
Lorene,FALSE,5373463442.71428
Iva,Rebecca,5374890268.7619
Rebecca,TRUE,5376317094.80951
Sadie,TRUE,5377743920.85713
Aurora,FALSE,5379170746.90475
Lillie,TRUE,5380597572.95237
Marianne,FALSE,5382024398.99999
Bernadine,TRUE,5383451225.04761
Billie,TRUE,5384878051.09523
Ferne,FALSE,5386304877.14285
Leola,TRUE,5387731703.19047
Myrle,Katie,5389158529.23809
Mary,Thelma,5390585355.28571
Margaret,TRUE,5392012181.33332
Ruth,FALSE,5393439007.38094
Elizabeth,Elise,5394865833.42856
Louise,TRUE,5396292659.47618
Thelma,Katie,5397719485.5238
Marion,Thelma,5399146311.57142
Marguerite,TRUE,5400573137.61904
Isabel,FALSE,5401999963.66666
Kathryn,Rebecca,5403426789.71428
Alma,TRUE,5404853615.7619
Georgia,TRUE,5406280441.80951
Eileen,FALSE,5407707267.85713
Carmen,TRUE,5409134093.90475
Ella,FALSE,5410560919.95237
Adele,TRUE,5411987745.99999
Jeanne,TRUE,5413414572.04761
Elaine,FALSE,5414841398.09523
Yvonne,TRUE,5416268224.14285
Nora,Katie,5417695050.19047
Olivia,Thelma,5419121876.23809
Mona,TRUE,5420548702.28571
Eula,FALSE,5421975528.33332
Marie,Elise,5423402354.38094
Anna,TRUE,5424829180.42856
Alma,Katie,5426256006.47618
Flora,Thelma,5427682832.5238
Maria,TRUE,5429109658.57142
Harriet,FALSE,5430536484.61904
Nancy,Rebecca,5431963310.66666
Carolyn,TRUE,5433390136.71428
Alberta,TRUE,5434816962.7619
Amelia,FALSE,5436243788.80951
Victoria,TRUE,5437670614.85713
Mable,FALSE,5439097440.90475
Tillie,TRUE,5440524266.95237
Elizabeth,TRUE,5441951092.99999
Lois,FALSE,5443377919.04761
Marjorie,TRUE,5444804745.09523
Lucille,Katie,5446231571.14285
Ruby,Thelma,5447658397.19047
Lucy,TRUE,5449085223.23809
